n_gram,freq,freq3
faint of,83,82
fall and,669,82
family moved,139,82
feel i,554,82
first let,100,82
first night,400,82
football hall,82,82
for decades,1039,82
for half,401,82
forget what,319,82
forward in,397,82
from any,794,82
frustrated with,276,82
get married,833,82
getting around,188,82
give credit,149,82
god it,258,82
golf course,742,82
got lost,202,82
gotten a,572,82
grow in,381,82
guess that's,485,82
have friends,407,82
have pointed,111,82
have right,127,82
he can't,1273,82
he hoped,279,82
he kind,82,82
he showed,477,82
he's also,606,82
head up,588,82
himself with,370,82
his alma,83,82
his use,85,82
hot as,290,82
hours a_m,90,82
hunt for,468,82
i especially,280,82
i graduated,238,82
i once,778,82
i recognize,219,82
i return,219,82
i've noticed,285,82
i've written,458,82
im done,281,82
in getting,605,82
in itself,628,82
in rural,331,82
is invited,125,82
is supported,104,82
is tied,292,82
it never,1322,82
journal of,521,82
just registered,120,82
kind words,739,82
leave of,108,82
lewis and,286,82
live life,358,82
lot like,631,82
love from,389,82
loved every,154,82
lucky for,247,82
made possible,160,82
make one,691,82
matter who,345,82
mean come,92,82
minus percentage,82,82
mission of,330,82
mix together,249,82
morning so,350,82
my bank,172,82
my belief,174,82
need i,258,82
never gave,214,82
new meaning,182,82
nice seeing,128,82
not care,384,82
not possible,371,82
of bin,166,82
of black,1156,82
of contemporary,337,82
of fine,297,82
of jobs,656,82
of service,870,82
of sugar,528,82
of talking,242,82
one member,141,82
one run,392,82
one week,1207,82
or minus,117,82
or of,425,82
or when,752,82
order in,373,82
our sense,90,82
out before,548,82
over into,231,82
parties in,241,82
people all,363,82
people talking,178,82
people used,118,82
picked him,129,82
picture in,287,82
plant in,642,82
pleading guilty,129,82
position at,270,82
post and,948,82
post-dispatch contributed,83,82
pretty happy,207,82
probably my,228,82
problem i,584,82
pulled up,417,82
real life,1835,82
really get,579,82
red cross,529,82
required to,2147,82
reserved for,441,82
result was,310,82
rt the,2243,82
sales were,278,82
saw one,247,82
schools across,109,82
see any,705,82
site on,264,82
sleep but,348,82
small town,741,82
smell like,621,82
snow in,342,82
so was,496,82
society of,621,82
staff of,318,82
stayed on,219,82
sticking to,365,82
stuff for,517,82
sugar and,1136,82
supportive of,330,82
telling you,849,82
than for,505,82
that appeared,215,82
that depends,123,82
that ended,563,82
that maybe,635,82
the advancement,93,82
the ease,150,82
the faith,565,82
the hole,698,82
the ipad,946,82
the kings,1269,82
the lens,280,82
the neck,485,82
the pockets,139,82
the positive,664,82
the promotion,247,82
the specter,91,82
the washing,166,82
the wishes,108,82
there we,832,82
they love,913,82
things a,467,82
think its,887,82
this before,669,82
this you,635,82
to city,433,82
to dispose,83,82
to evaluate,394,82
to illustrate,295,82
to notice,708,82
to pop,613,82
to star,181,82
to thanks,186,82
today because,418,82
totally out,92,82
tuned in,225,82
tweet tweet,348,82
tweeted in,185,82
u at,531,82
uc san,101,82
united arab,83,82
until there,157,82
up way,178,82
us i,919,82
was he,957,82
was open,310,82
was young,375,82
way is,597,82
we sat,432,82
we'll make,268,82
weekend it,214,82
went from,886,82
what i'll,247,82
what's left,186,82
where one,329,82
where there's,235,82
which there,227,82
whole time,758,82
whole world,744,82
will hit,304,82
will vote,261,82
with first-degree,111,82
with remaining,367,82
wondering why,565,82
world wide,254,82
worse and,258,82
would return,218,82
wow thanks,211,82
years she,435,82
you glad,176,82
you listening,147,82
you makes,138,82
you run,603,82
you watching,328,82
you willing,89,82
a cast,260,81
a in,431,81
a labor,241,81
a middle,432,81
a packet,114,81
about ready,106,81
account was,177,81
acts of,587,81
addition of,699,81
all i'm,510,81
allowing you,91,81
almost half,199,81
always find,372,81
always willing,81,81
am still,1313,81
an unrestricted,87,81
and excited,331,81
and probably,1018,81
anxious to,379,81
any reason,346,81
app on,227,81
appreciate it,1801,81
are attracted,96,81
are essential,207,81
are given,498,81
area at,198,81
aren't supposed,82,81
as their,1608,81
ask yourself,440,81
attorneys for,220,81
be capable,85,81
be joining,341,81
be really,881,81
be similar,127,81
beat me,334,81
been done,832,81
being sent,185,81
below the,1484,81
beside the,382,81
best things,342,81
blast from,101,81
blessed with,487,81
board in,343,81
born out,87,81
buffy the,86,81
but didn't,1072,81
by listening,106,81
called him,537,81
chance in,241,81
chicken noodle,102,81
conference in,1020,81
crying out,190,81
democratic national,138,81
dent in,169,81
didn't last,167,81
does nothing,233,81
doesn't help,386,81
don't plan,169,81
down as,683,81
during happy,84,81
education is,584,81
efforts of,340,81
ever feel,189,81
exception to,201,81
excuse me,706,81
federal emergency,87,81
feel guilty,371,81
few if,96,81
fill the,1009,81
first goal,288,81
flesh and,282,81
follow i,639,81
followed up,239,81
food processor,517,81
for chapter,126,81
for friends,299,81
freaked me,82,81
from beyond,107,81
given a,1539,81
glad you're,557,81
glimpse into,190,81
gold in,228,81
good part,132,81
great lengths,93,81
had also,426,81
had heard,487,81
had its,479,81
haha it,219,81
happy veterans,82,81
has brought,604,81
has little,297,81
have looked,336,81
heads to,239,81
herself and,428,81
hey guys,829,81
hide and,152,81
history as,282,81
hit and,625,81
hold onto,340,81
home game,455,81
hook up,326,81
hopes that,541,81
hopes to,1433,81
hotel in,720,81
hundred years,333,81
i often,999,81
i stood,511,81
i'm scared,412,81
im tired,290,81
imagine what,547,81
informed of,167,81
institutes of,94,81
into something,798,81
is hardly,339,81
is heading,277,81
is interesting,504,81
is its,660,81
is per,259,81
is welcome,225,81
issue is,930,81
it probably,697,81
it's obvious,240,81
its efforts,139,81
just come,537,81
just figured,158,81
just short,135,81
kill you,570,81
know people,372,81
lady at,179,81
last years,1388,81
leaving the,1917,81
like about,487,81
line to,861,81
little late,333,81
locations in,367,81
look down,319,81
lord help,118,81
man that,798,81
marks the,618,81
me happy,1078,81
me today,1149,81
meeting will,165,81
miles an,85,81
mixed martial,88,81
more followers,1255,81
much looking,93,81
much right,125,81
my front,266,81
my plan,432,81
name and,1599,81
never see,660,81
of police,714,81
of research,628,81
often the,771,81
on medium,240,81
opening in,326,81
other and,1355,81
other night,621,81
out across,136,81
out thanks,255,81
please forgive,146,81
police have,584,81
positions in,239,81
post will,222,81
poster child,109,81
pressure from,340,81
problems such,81,81
progress on,302,81
really hope,784,81
really makes,286,81
relationship to,364,81
remained on,131,81
reminds you,142,81
reports from,276,81
roll out,437,81
saying i,991,81
school with,600,81
scroll yellow,85,81
services at,276,81
show them,601,81
sign with,246,81
sites in,285,81
so yes,382,81
sorry i'm,372,81
span style,81,81
spent years,377,81
spread across,160,81
still it,322,81
still out,320,81
sunday and,799,81
superintendent of,271,81
sure not,166,81
table next,89,81
takes me,434,81
teachers and,984,81
than willing,87,81
that you've,591,81
the atmosphere,753,81
the collective,361,81
the conduct,111,81
the delight,101,81
the desires,90,81
the fatal,230,81
the jewish,578,81
the noise,516,81
the pattern,693,81
the preservation,127,81
the requirements,264,81
the salary,230,81
the salt,485,81
the summit,530,81
the symbol,165,81
the transfer,252,81
the trend,614,81
the width,116,81
theme for,340,81
they planned,106,81
this be,444,81
this did,146,81
three games,745,81
times for,630,81
to adhere,115,81
to dm,269,81
to getting,828,81
to impose,368,81
to indicate,270,81
to ruin,408,81
to tour,249,81
tonight but,561,81
took some,502,81
topics such,81,81
touchdown pass,196,81
traffic safety,159,81
translation of,194,81
treated like,278,81
turn away,191,81
turned away,253,81
tweeting from,315,81
u_s fish,84,81
unclear whether,245,81
understand how,1062,81
up because,491,81
valentine's day,1593,81
want the,2562,81
was featured,190,81
was nothing,872,81
wasn't ready,164,81
way with,622,81
we decide,172,81
we gotta,545,81
we listen,124,81
we start,749,81
we're still,862,81
well let's,250,81
went a,239,81
were better,233,81
what amounts,83,81
what comes,402,81
what's to,148,81
whatever they,401,81
when r,117,81
who also,1579,81
who at,276,81
who not,130,81
will almost,144,81
will compete,245,81
will respond,177,81
wish people,138,81
wish someone,145,81
without all,146,81
yeah yeah,395,81
you killed,166,81
you're likely,92,81
you've ever,525,81
your continued,138,81
a fool,759,80
a helping,96,80
a provision,247,80
a replica,127,80
a requirement,302,80
a son,664,80
a teenager,801,80
additions to,177,80
adopted by,239,80
after having,604,80
after pleading,99,80
after we,900,80
again so,472,80
again thank,99,80
agree to,918,80
all started,325,80
already knew,351,80
also calls,100,80
also told,343,80
also went,247,80
always easy,201,80
am listening,89,80
and against,296,80
and depending,84,80
and electric,224,80
and helped,742,80
and ohio,306,80
and public,1077,80
and serve,722,80
another layer,111,80
are caused,91,80
are serious,198,80
are u,1475,80
arrive in,360,80
ask about,476,80
asked what,702,80
at staples,133,80
be home,1046,80
be of,811,80
being allowed,113,80
being away,124,80
but why,907,80
but yeah,450,80
can stay,475,80
case that,694,80
cash in,371,80
charges have,105,80
city he,259,80
cover with,395,80
credit to,450,80
cut into,955,80
day which,304,80
days but,685,80
decade or,149,80
designed for,612,80
did my,865,80
did they,1332,80
do love,714,80
do those,238,80
doing business,305,80
down my,857,80
due for,226,80
east coast,1168,80
either in,318,80
even without,337,80
everyone should,618,80
evidenced by,206,80
eyes to,389,80
falling out,204,80
family will,297,80
favorite way,96,80
filling in,317,80
film of,230,80
first major,367,80
first world,232,80
folks at,388,80
food from,332,80
for keeping,573,80
for there,312,80
forgive myself,138,80
founding member,103,80
from this,3329,80
g carbohydrates,84,80
gettin ready,180,80
getting involved,183,80
gift from,492,80
go at,445,80
go looking,100,80
go the,1016,80
go there,1073,80
going home,659,80
good bit,114,80
good number,112,80
goodbye to,557,80
graduate of,449,80
grateful that,347,80
great night,1054,80
group and,890,80
handed me,166,80
hard right,127,80
hard rock,452,80
have little,584,80
he ran,739,80
he's about,119,80
heavy on,200,80
her blog,783,80
her hair,850,80
her love,334,80
hope one,120,80
hours for,402,80
house it,295,80
house minority,85,80
i not,923,80
i'm aware,166,80
i'm part,99,80
identical to,202,80
in baltimore,1230,80
in grad,86,80
in higher,195,80
in hundreds,81,80
in n,158,80
in pain,573,80
in plain,166,80
in these,2564,80
into all,271,80
is led,106,80
is left,546,80
joy of,614,80
just from,269,80
just ordered,362,80
kept up,201,80
kicked in,290,80
land on,285,80
last name,779,80
looks so,693,80
lucky i,417,80
made one,369,80
man behind,144,80
might make,507,80
months later,864,80
more control,145,80
movie recommendation,83,80
much from,361,80
much respect,204,80
my laptop,762,80
nearly four,197,80
new collective,84,80
new job,1159,80
no relation,117,80
no reports,99,80
no turning,89,80
not change,353,80
nothing could,168,80
now onto,218,80
nowhere near,334,80
obstruction of,107,80
odds with,233,80
of atlantic,152,80
of knowledge,570,80
ohio attorney,101,80
on mothers,85,80
opening the,491,80
operated by,314,80
our job,309,80
out where,517,80
overhaul of,191,80
paid to,905,80
people across,112,80
perception of,411,80
plan calls,81,80
planning a,735,80
pool built,82,80
portland police,413,80
pour into,271,80
premiere of,430,80
presented with,282,80
probably could,122,80
problem at,190,80
purpose in,240,80
put to,511,80
quarterback in,191,80
r_i_p whitney,96,80
race of,240,80
rather it,233,80
react to,432,80
read on,577,80
registered for,280,80
released to,199,80
rendition of,324,80
reservations are,190,80
rights in,273,80
same for,626,80
saw on,296,80
school but,642,80
school year,1396,80
send him,294,80
seriously need,141,80
she found,570,80
should continue,148,80
should just,853,80
sign in,377,80
sing a,208,80
sit for,314,80
so feel,105,80
someone asked,163,80
song stuck,83,80
spending too,88,80
spoke at,203,80
student loan,328,80
surprised when,351,80
sweet thank,87,80
tales of,425,80
taste with,157,80
that's good,961,80
that's too,283,80
the all,598,80
the cities,380,80
the comic,298,80
the common,940,80
the complexities,100,80
the congressional,343,80
the cure,464,80
the expectations,220,80
the finale,441,80
the free-throw,84,80
the installation,184,80
the places,527,80
the prices,427,80
the proceeds,365,80
the resignation,129,80
the respect,270,80
the section,292,80
the shoulders,192,80
the skills,496,80
the suggestion,329,80
the symptoms,231,80
the touch,258,80
the track,1348,80
the trust,448,80
their health,379,80
them more,572,80
there wouldn't,109,80
they even,601,80
they expect,324,80
they refused,109,80
thing if,266,80
this lack,81,80
this man,925,80
this thursday,564,80
to bear,571,80
to combine,551,80
to cool,816,80
to decorate,339,80
to expose,287,80
to fend,165,80
to late,366,80
to much,1147,80
to plead,149,80
to ramp,89,80
to round,257,80
to seize,237,80
to ward,102,80
ton of,1711,80
treated as,302,80
try a,787,80
two sides,499,80
two young,381,80
types of,2593,80
under any,161,80
up having,254,80
very merry,106,80
very thankful,176,80
walked off,181,80
was almost,972,80
was delighted,167,80
was thought,135,80
wasn't trying,85,80
wasting my,116,80
we focus,108,80
we pray,225,80
were kind,125,80
were responsible,93,80
what everyone,314,80
when does,394,80
which she,1299,80
who appeared,199,80
who didn't,932,80
why some,297,80
will kick,186,80
winners and,228,80
without too,101,80
won in,461,80
word out,401,80
world as,588,80
would change,373,80
would turn,302,80
you i'm,1016,80
you lose,712,80
you play,1100,80
you reach,292,80
you spend,616,80
you wait,361,80
your mouth,914,80
a cause,493,79
a coat,230,79
a complaint,450,79
a fit,294,79
a husband,331,79
a possibility,482,79
a radio,501,79
a substitute,235,79
a torn,285,79
a vehicle,760,79
act of,1678,79
add salt,157,79
adults and,518,79
